platform,comment,timestamp,username,sentimen
YouTube,DIMASA P.JOKOWI MASIH JADI PEJABAT NEGARA KENAPA GAK YG.MENGGUGAT DAN SEKARANG KAN SUDAH GAK MENJABAT APA2 BUAT IJAZAH ASLI ATAU TIDAK APA GUNANYA KAN SUDAH GAK DIPERLUKAN KN P.JOKOWI SUDAH ORANG BIASA UDAH GAK PELU IJAZAH KAN CUMA MENUNNJUKA KEDENGKIANJA AJA DASAR HATI YG.BUSUK TETEP BUSUK,3 menit yang lalu,@nursyamsiyah3127,Netral
YouTube,"Ini yang bikin kita tdak maju🤮president aja dibikin kayak gini, pdhal sdah berjasa bnget bliau ini😇",3 menit yang lalu,@diaharisthy8342,Netral
YouTube,Maunya masyarakat Indonesia Lo masuk penjara 😂😂😂,3 menit yang lalu,@Mayonk-sr8oe,Netral
YouTube,ROY SURYO INI BUKAN AHLI TELEMATIKA DIA HANYA PEMBENCI,3 menit yang lalu,@wongkongene88,Netral
YouTube,Kasus gak mutu njirrr,3 menit yang lalu,@Boucilkids,Netral
YouTube,"Roy Suryo nyanyiin Indonesia Raya z salah...,saya ragu, maling panci lulusan UGM....😂😂😂",3 menit yang lalu,@nurullohnurulloh869,Netral
YouTube,"Cerdas, kalau dia melaporkan pas dia masih jadi Presiden pasti jadi bulan2nan musuh politik. 
Sekarang dia warga biasa setara dengan yg lain. 
Semoga Roy Suryo cs mendapatkan hukuman maksimal. Aamiin",3 menit yang lalu,@ariefmarjuki9787,Netral
YouTube,Orang bodoh ya Roy Suryo otak tak pakai pikir aja😂😂😂 itulah di hti & di otaknya ada kebencian yaa itulah slalu Mencari² keslahan orang,3 menit yang lalu,@agussupriyanto8335,Netral
YouTube,"Pak Roy dkk Kurang kerja Kalian,,, 
Warga Negara butuh makan, pendidikan, kesehatan,,, malah kalian buat berita2 yang tdk berbobot. Urus tuh Masyarakat yg butuh makan.",3 menit yang lalu,@antonbokol73,Netral
YouTube,"orang bijak tindakannya pasti selalu melihat kekurangannya sendiri untuk diperbaiki, dan tidak mencaribkekurangan orang lain bahkan berusaha untuk memfitnah.
saudaraku roy suryo yg mulia, dan kawan2nya yg setia, sadar dirilah, sudah tua harus berusaha untuk selalu menambah perbuatan yg baik.",3 menit yang lalu,@AriputTirta,Netral
YouTube,Orang klo hatinya dah benci mau ditunjukin kebenaranpun tetap akan benci....,3 menit yang lalu,@puki482,Netral
YouTube,"Aku Heran..ini Orang kok ngak ada Kerjaan yg lebih Produktif.
Kerja,ada penghasilan,hidup Normal..jangan pake Kata² Masyarakat..",3 menit yang lalu,@anikandriyani224,Netral
YouTube,"Ini pribahasa lamongan akeh ketek e kakean omong ngk onok entek e udah gelar aja dipersidangan keduanya kakean omon omon pak,,, sat set sat set😮",3 menit yang lalu,@totokdj2937,Netral
YouTube,Roy Surya orang munafik puooolll,3 menit yang lalu,@jombangkota8160,Netral
YouTube,Gk pandang ibu2/ bpak2... Yg salah ya salah...yg bner ya bner... Wlpn ibu2 tpi kl dia salah& sdh klewatan menghinanya ya ttep proses hukum brjalan,3 menit yang lalu,@cebcupchanel3915,Netral
YouTube,Apa sih nilai positip tentang ijasah jokowi yg sampai saat ini persoalkan masa mantan presiden mau pake ijasah palsu coba kta sadar,3 menit yang lalu,@user-ur1vi3gw6l,Netral
YouTube,Yo masarakat setuju kalau tukang provokasi dokter tifa di jebloskan ke penjara makanya jangan teruss fitnah keluarganya pak jokkowi teruss mutu mu harimaumu segera di penjarakan grombolan grombolan yang nggak pantas hidup di dunia ini tempat mu pantas di penjara,3 menit yang lalu,@AbilMustofa-u8p1x,Netral
YouTube,"2 kata lucu, jokowi lapor",3 menit yang lalu,@fadhila3604,Netral
YouTube,"benar, hanya mau cari panggung saja...",3 menit yang lalu,@GayusYuliusOKale,Netral
YouTube,Roy suryo maunya apa sih....,3 menit yang lalu,@media7159,Netral
YouTube,Apa hubungannya sama Ibu². Ibu²nya memfitnah. Selamat menikmati bui tuh,3 menit yang lalu,@pam8sj0611,Netral
YouTube,"ODapatnya apa mempermasalahkan ijasah Jokowi,",3 menit yang lalu,@AyuLestari-hu5wf,Netral
YouTube,Kok kayak nya pucat roy....,3 menit yang lalu,@AlitopanHasibuan,Netral
YouTube,Si pencuri panci emang licik 😂 kita tunggu aja dia pakai baju oranye,3 menit yang lalu,@Mayonk-sr8oe,Netral
YouTube,"Di tunjukkan ke media harusnya, kalo perlu di bikin live",3 menit yang lalu,@namadefault4375,Positif
YouTube,Anda sendiri aja tidak menghargai seorang mantan presiden.,4 menit yang lalu,@Begal_Fishing,Netral
YouTube,UGM aja lu ga percaya apa lgi pa jokowi tunjukn ijasah aslinya,4 menit yang lalu,@novalbells-uh8nt,Netral
YouTube,kalau dpt ke ahlinya di teliti ijazah biang kerok banhsa.,4 menit yang lalu,@winphil5539,Netral
YouTube,Mantap pk jokowi sehat selalu pk kampus untuk roy suryo,4 menit yang lalu,@SulistiyoSulistiyo-ib7nq,Netral
YouTube,"Kenapa sih kalian menjatuhkan sama lain, kalian tidak berfikir dunia tidak baik2 saja, focus pd hal yang penting untuk Indonesia maju",4 menit yang lalu,@novaliaafantika8728,Netral
YouTube,wkwkwkwk ga percaya.... mohon maaf.... asli keluarnya tahun 2000an wkwkwkw sudahlah jangan ajari rakyat .....,4 menit yang lalu,@bagoltriono,Netral
YouTube,Mantap pk jokowi sehat selalu pk kampus untuk roy suryo,4 menit yang lalu,@SulistiyoSulistiyo-ib7nq,Netral
YouTube,kyk anak kecil ..bukan negarawan dgn respon kyk gini..,4 menit yang lalu,@davidsatya6031,Netral
YouTube,"Laporkan yg salah,,, hukum cuma bikin ures ures negara,,, semua ada konskuensinya",4 menit yang lalu,@hermawan4989,Netral
YouTube,"Sederhana sekali, tunukkan asli. Selesai masalah.. ini semangkin kisruh Krn yg bersangkutan tidak mau perlihatkan, . Ini yg bikin kisruh,saya kira kalau memang  yg bersangkutan punya good Will. Apa susahnya ditujukkan .. percayalah masyarakat Indonesia , sudah pintar semuA.. semangkin ditutup tutupi, nanti ledakannya mangkin besar..",4 menit yang lalu,@MuhammadZaki-go8ps,Positif
YouTube,Ini hanya pengalihan isu kasusnya si hasto 😂... Gimana tuh kabar hasto,4 menit yang lalu,@DHT_89,Netral
YouTube,"Siap siap royy busuk di penjara,, 😂",4 menit yang lalu,@GhanyAbdul-q5t,Netral
YouTube,yg bikin bingung kok cuma ijazah pak jokowi aja yg ditanyakan? kok nggk pd semua mantan presiden..ini maksudnya apa..emang bikin mslah RS ...pdhl kalo saya ingat waktu RS jd menteri olah raga pas nyanyi lagu Indonesia raya kayaknya  dulu nggk bisa. malu mungkin😅😅,4 menit yang lalu,@ifanzoehri7752,Netral
YouTube,Yesss seru nih 😂,4 menit yang lalu,@mrmisteryfuck,Netral
YouTube,"Saya nonton aja proses hukum yang berjalan, dan hasil akhirnya nanti kedua pihak bakal sama-sama menanggung konsekuensi hukum masing-masing.
Saya tidak memihak kepada pihak-pihak yang sedang terlibat dalam masalah keaslian ijazah Jokowi. Tapi dengan memanasnya kasus ini bikin saya juga penasaran, perlu mengetahui soal kebenaran ijazah Jokowi.",4 menit yang lalu,@kenthir2715,Netral
YouTube,Tidur dipenjara biar gak rame,4 menit yang lalu,@aswatisugihastuti7005,Netral
YouTube,"Pendukungnya Anis tu emang agak laen kwkwkw
Goblok nya kebangetan",4 menit yang lalu,@Effo_psindo93,Netral
YouTube,"Bentuk realnya belom tentu asli, kalo emang bener asli biarkan dibuktikan secara scientific",5 menit yang lalu,@mercyme3400,Netral
YouTube,Kurang gawean,5 menit yang lalu,@RealmeIndonesia-x5g,Netral
YouTube,"Tunjukkan kepada ahli digital forensik, ngapain ditunjukkin ke parcok? Mulyono penipu alooosss 🤣 ijazah VALSU!",5 menit yang lalu,@kacamataputih3421,Netral
YouTube,Apapun yg di lakukan jakowi.  di mata orang yg gk suka pasti salah pasti di cari cari keburukannya....,5 menit yang lalu,@ardyansyah8563,Netral
YouTube,Roy Suryo gelandangan politik Mentri pecatan😅,5 menit yang lalu,@id.podcaststory,Netral
YouTube,"Terlalu dibuat ruet wajar aja pa Jokowi lapor ,,niatnya RS ,tiva rasa benci ga reda reda",5 menit yang lalu,@PonimanasAnas,Netral
YouTube,Tunggu saja Roy jeruji besi terbuka utk mu,5 menit yang lalu,@devidvid653,Netral
YouTube,"BISMILLAH..
SEMOGA ROY PANCI NYUSUL MASUK BUI..
PENGEN LIAT ROY PANCI CENGAR-CENGIR DI BUI..",5 menit yang lalu (diedit),@WELLCOME_777,Netral
YouTube,Urusan ijazah aja serumit itu😂,5 menit yang lalu,@eserwinsusilo2399,Netral
YouTube,Itulah.....bangsa Indonesia ....risih mendengkannya .....masih banyak persoalan yg harus dipikirkan negara ....,5 menit yang lalu,@BuburManado-x8q,Netral
YouTube,Mulyono dari cara bicara & gerak geriknya saja palsu... apalagi izajah UGM pasti 99% Palsu,5 menit yang lalu,@lashiraraiyalestari195,Netral
YouTube,Sdh miss kepercayaan dg partai coklat... Pentolannya aja orgnya si cungkring,5 menit yang lalu,@ediyatietty8873,Netral
YouTube,"Selama msih bnyk org y Mulyanto ..susah untuk menang .😅😅😅 SM 
Yg sekrg aja 11;12😅",5 menit yang lalu,@rozikinikin9577,Netral
YouTube,"Lucu,di saat amerika cina perang dagang..di indonesia masih ngurusi ijazah😂 oh indoneiaku😂😂😂",5 menit yang lalu,@SaifulBahri-rb3xd,Netral
YouTube,Cangkem opo roy panci iki,5 menit yang lalu,@suprigembreng5684,Netral
YouTube,"Kami sangat setuju sekali masalah ijazah ini,di larikan ke ranah hukum.Katrna mereka ini  sering membuat onar dan menjelekkan mantan presiden.",5 menit yang lalu,@zakariafiraz8296,Netral
YouTube,"Merasa dipidanakan, makanya jgn asal lapor goblok.. roy roy,,, 😅😅😅prestasi tak ade, cuma bisa nyinyir",5 menit yang lalu,@no55g12,Netral
YouTube,Roy Royyyyy... mual aku lihat mukamu.,5 menit yang lalu,@naningsetyaning8615,Netral
YouTube,Roy kangen dengan hotel bintang 5 rupanya 😂,5 menit yang lalu,@DHT_89,Netral
YouTube,"Wkwkwkw negara lain dah maju. Sbagian sodara kt dsini msh sibuk ngurusin soal hal sepele, ijazah?? 😂😂. Sy sih percaya ma pak jokowi, toh jd kader partai, jd walkot, gubernur, presiden, berhasil pula, tuh dah jelas² g perlu tanya yg aneh². Namany org dah g suka pasti g da kerjaan, pasti aneh². Itu dah rahasia umum kok. Ntar klo ijazah asli pasti mrk bahas k yg lain, mungkin hidung pak jokowi palsu? Ato mungkin giginy pak jokowi da emas freeportny?? 😂😂 Kok g maju² pkrn kalian wahai sodaraku sebangsa & senegara, ayo fokus k hal yg lbh ptng lah",5 menit yang lalu,@cancer584,Netral
YouTube,Baca bahasa inggris gak bisa.itukah sekolah S1.cuma baca doang gak bisa.hahaha,5 menit yang lalu,@Fahriaeryfahri-f7e,Netral
YouTube,Pengadilan dan bukti bukti  masih bisa dikotak katik lebih baik SUMPAH POCONG di monas,5 menit yang lalu (diedit),@rohimali7255,Netral
YouTube,"Tunjukan Ijazah itu di Depan Pihak Penuntut,, dan di Saksikan oleh semuanya yang hadir. 😊",5 menit yang lalu (diedit),@MuhIshakMuhIshaq,Netral
YouTube,"Kalau misalnya palsu, yg salah bukan Jokowi tapi UGM😂 Jokowi aman saja😊",5 menit yang lalu,@Tobatlah-q8i,Netral
YouTube,Gak apa apa muka lu dah pusat mau busuk di penjara ibu ibu bejat pantas masuk penjara jokowi mayoritas di dukung masyarakat lu roi sapa yg dukungmu gr lu,5 menit yang lalu,@AlfinDarmawan-e5s,Netral
YouTube,Setuju tapi sing nguji Rismon ambek Roy Suryo iku emange sopo Rismon ambek Roy Suryo iku? sing berhak nguji Yo kepolisian Brow,5 menit yang lalu,@akbarbimantara4654,Netral
YouTube,"penjarakan saja si suryo itu, terlalu munafik.",5 menit yang lalu,@FatiyaCR,Netral
YouTube,sejak reformasi.. penguasa paling sering mempidanakan rakyatnya.. Ciri2 otoriter,6 menit yang lalu (diedit),@hotmanmtd1062,Netral
YouTube,"Sejak dlu gerombolan itu mmang selalu bikin ribut, utk ukuran org normal kelakuan2 mreka sdah dluar nalar. Tp mereka teriak sedang jihad😂 bner2 koplak",6 menit yang lalu,@ovivaid9562,Positif
YouTube,😂😂😂 roy suryo ketar ketir,6 menit yang lalu,@jun4edi1502,Netral
YouTube,"Pasti palsu, kl ga palsu ya bgtu pak bambang sm pak gusnur di penjara hrsnya di tunjukan, itu br akal sehat",6 menit yang lalu,@watiyah4433,Netral
YouTube,"Ini apaan sih gak guna banget masih mempermasalihin ijazah ,,",6 menit yang lalu,@stationvariasi2625,Netral
YouTube,Uhuuuuuyuuy,6 menit yang lalu,@kibeto6204,Netral
YouTube,"Masrakat TDK begitu ,hanya ROI Suryo saja yg sakit jiwa",6 menit yang lalu,@Koken-cw5od,Netral
YouTube,Roy Suryo Ra Iso Dipercoyo. 😂,6 menit yang lalu,@AchmadSoleh-b7j,Netral
YouTube,Walapun kamu perlihatkan dgn jelas pun mereka tak kan percaya.. karena hati mereka sudah membatu...,6 menit yang lalu,@jokoroti6876,Netral
YouTube,"Kalau bersalah dan menjatuhkan harga diri orang,tdk salahnya di pidanakan,saran utk pak Jokowi,lanjutkan kasus hukumnya, siapapun dan jangan lagi di maafkan seperti pada masa jadi Presiden, tks",6 menit yang lalu,@saifullahabdulmunifabdulmu3393,Netral
YouTube,"jadi kalau perempuan tidak boleh di laporkan..
kau kepo dengan orang pung barang...",6 menit yang lalu,@GayusYuliusOKale,Netral
YouTube,"Semoga orang-orang yang berhati bengkok ini di bukakan hatinya serta segera membertanggung jawabkan segala perbuatannya atas fitnahan-fitnahan yang aku rasa terlalu keji yang ditujukan pada pak jokowi dan keluarga serta kepada rakyat Indonesia umumnya karena terus terang sebagai rakyat merasa terusik atas tuduhan2 yang tak mendasar arah tujuan/kebenarannya itulah pandangan saya sebagai rakyat awam, mereka ini telah membikin negeri ini saling hujat satu sama lain serta telah menghambat keberlangsungan hidup bernegara.",6 menit yang lalu,@yusransafari237,Netral
YouTube,Ksih membusuk dipenjara biar kapok .,6 menit yang lalu,@denivivi2580,Netral
YouTube,"Bingung juga ya,kalau tidak ada kepentingan kenapa ijazah pa jokowi nya di permasalahkan ya,dan coba di timbal balik kalau yang mempermasalahkan di balik,itu kan urusan pribadi dan tidak ada kepentingan untuk di tunjukan dan apa korelasi nya???kacau semua orang yang tidak beretika harus nya kan ijazah di gunakan sebagai persyaratan untuk menjadi pejabat kan itu ada nya di KPU dan tidak ada korelasi nya terhadapa pada orang yang saat ini ribut2 masalah ijazah...",6 menit yang lalu (diedit),@edybungsu6725,Netral
YouTube,Emang tugas setan harus selalu memfitnah manusia dan cuman dia yg benar.... Giliran dilaporin mulai playing victim.... Dan setan pasti tidak akan pernah bertobat,6 menit yang lalu,@VesiskaYantiani-m7d,Negatif
YouTube,Apa hak ya Roy Suryo sebagai yang bukan berwenang meminta seseorang menunjukkan hal pribadinya ke orang lain yang sableng dan gila pengakuan.,6 menit yang lalu,@edoche.guevara1791,Netral
YouTube,"Yg gobloknya para pembeci itu,, kenapa di saat Jokowi calon walikota ga mau tanya itu ijasa,? Benar2 bikin rusuh",6 menit yang lalu,@OppoA-sv4kg,Netral
YouTube,Daripada curiga lebih baik kau diam di sel tahanan soalnya bebas juga tampang kau memang bukan masalah ijazah palsu atau asli namun ingin mempermalukan keluarga jokowi rasain loe sekarang kena batunya dikira jokowi akan diam terus ternyata kali ini beraksi 😂😂😂,6 menit yang lalu,@rezky4342,Netral
YouTube,Ilmiah apaan lu Roy cuman ngandelin analisa jenis font doang pake aplikasi receh aja berasa paling canggih.,6 menit yang lalu,@HitamPutih-gt2xr,Netral
YouTube,"roy suryo, si dokter gadungan tifa orang orang yang masih pengen eksistensi biar kelihatan sibuk ada kerjaan.",6 menit yang lalu,@adadisini-k6i,Netral
YouTube,Jangan jangan yg lima itu ijasah kw,6 menit yang lalu,@Didi-t3h,Netral
YouTube,Dah kaya gini baru dah panik wkkkkk lagi iseng ajah ajah izasa ajah di ribetin,6 menit yang lalu,@Sujaini-q9d,Netral
YouTube,Semoga aj nih tukang panci...ngebusuk di penjara,6 menit yang lalu,@auliaanandaputri6615,Netral
YouTube,"Satu kata""MAMPUSSSS"" kau😂😂😂😂",6 menit yang lalu,@Vanjuno,Netral
YouTube,"Sakit hati pak Suryo, seperti TDK punya otak; seharusnya waktu JD walikota, gubernur, sampe ke presiden, gugat kpunya dong pak klw pak TDK puas, sakit hati betul pak Suryo, kasian pak suryo",6 menit yang lalu,@AnieMihaBalo,Netral
YouTube,Untuk apa pakai preman donk kalau asli????,7 menit yang lalu,@faradi2233,Netral
YouTube,Yg penting Hakim nya Jujur,7 menit yang lalu,@salmahahmadsanga7404,Netral
YouTube,"Setalh tau benar asli.
pada kabur😂 cari kambing putih dihitamkan..",7 menit yang lalu,@kevinrasio2257,Netral
YouTube,Lebih adil Libatkan pakar Internasional.,7 menit yang lalu,@KhalidJabar-c7q,Netral
YouTube,"Roy Suryo & teman "" Ini sudah dasarnya gk suka sama Jokowi,, ya selamanya selalu mencari cari kesalahan Jokowi,,# Kurang kerjaan,, I ❤ u Jokowi,, Anda org yg tangguh....",7 menit yang lalu,@MasAgus-pb5do,Netral
YouTube,"Mantan presiden...amemang harus ambil sikap,.orang2 yg di tumbalkan.... Dan dapet duit....untuk buat gaduh....harus di binasakan",7 menit yang lalu,@OmSigun,Netral
YouTube,Mampus kau roy suryo. Segera terkubur di penjara..  ayo yg berakal sehat bersatu segera menuju indonesia maju.,7 menit yang lalu,@evimaria9847,Netral
YouTube,Masih aja ijazah d urus nga ada yg lebih penting ap.. Itu roy panci udh d balikin blum n udh hafal pancasila n Indonesia Raya belum..,7 menit yang lalu,@endytirt9969,Netral
YouTube,"𝑴𝒂𝒔𝒚𝒂𝒓𝒂𝒌 𝒎𝒏 𝒅𝒂𝒔𝒂𝒓 𝒈𝒐𝒃𝒍𝒐𝒌 𝒂𝒕𝒂𝒔 𝒏𝒂𝒎𝒂 𝒌𝒏 𝒎𝒂𝒔𝒚𝒓𝒂𝒌𝒂𝒕,𝒂𝒔𝒂𝒍 𝒏𝒈𝒆𝒃𝒂𝒄𝒐𝒕 𝒂𝒋𝒂 𝒏𝒊 𝒎𝒆𝒏𝒕𝒓𝒊 𝒑𝒂𝒄𝒊",7 menit yang lalu,@M.Taher-jo6fw,Netral
YouTube,"Saya yakin ijazah jokowi asli,cuman photo nya orang lain,sebenarnya bapak ini  sdh tau",7 menit yang lalu,@MuhammadTeguh-d2w,Netral
YouTube,Kalau jokowe yang salah siapa yang berani hukum.,7 menit yang lalu,@Fahriaeryfahri-f7e,Netral
YouTube,"Sibuk dengan urusan ijazah orang lain apakah ijazah yg melaporkan sudah bener semua, sudah sesuai keahliannya kah???",7 menit yang lalu,@sriwahyuniok947,Netral
YouTube,Orang diam diusik usik..sekarang dia beraksi.. malah di bilang menjarakan perempuan. katanya ijasah Pak Jokowi palsu. Roy Suryo Batreinya lagi low 😂,7 menit yang lalu,@JeniaJessica,Netral
YouTube,Ini bukan karna masarakat tapi ini demi untuk mereka pembenci Jokowi jadi harus tangkap masukan ke penjara dan tidak USA di keluarkan agar negara ini tidak kacau😂,7 menit yang lalu,@MezaacAndries,Netral
YouTube,parcok kan org nya jokowi? tapi kita pantau dan kawal saja bagaimana ending nya,7 menit yang lalu,@wirosableng-p5q,Netral
YouTube,Betul sekali kata mas roy  cobak  misalnya pak jokowi dari awal ditunjukan  beres gak bikin gaduh persiden kok gak per  sehat selayu mas roy jangan dengerin  loyer bansos,7 menit yang lalu,@BaPak-w2n,Netral
YouTube,"Klo memang Pk Roy Uda meyakini ijazah Pk Jokowi palsu,harusnya pihak yg mengeluarkan ijazah itu yg anda gugat.saya masarakat biasa kok merasa Pk Roy orangnya hanya merasa pintar tapi gk benar pintar",7 menit yang lalu,@SaenalEnal-u5l,Netral
YouTube,Sejarah jokowi sejarah kepalsuan,8 menit yang lalu,@RumahBelajarAnak,Netral
YouTube,Sekelas presiden dan kini menjadi mantan presiden saja dipersoalkan masalah ijazahnya. Jadi sebagai masyarakat biasa jgn heran kalau kalian selalu dalam masalah.,8 menit yang lalu,@nixsonyordan3562,Netral
YouTube,"Iya kan, apapun itu tetap salah, karena kebenciannya sudah mendarah daging...",8 menit yang lalu,@OmPaijo84ok,Netral
YouTube,Mau ibu ibu. Mau siapapun kalo bertindak melanggar hukum ya harus di tindak sesuai hukum.,8 menit yang lalu,@rikoirwanto889,Netral
